episodio,anime,temporada,modeloLlm,totalLinhas,falasTraduzidas,falasDoCache,tempoTotalMs,quantidadeAvisos,registradoEm
[Sokudo] DanMachi - S00E05 Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III - OVA [1080p BD][AV1][dual audio]_ENG.ass,DanMachi Season 00,Temporada 0,mistralai/mistral-nemo-instruct-2407,22,20,0,7830,0,2026-08-07T15:30:25.031022300Z
FASE0-BASE-GC05.ass,_kronos-fase0,Temporada Única,,0,0,0,0,1,2026-08-08T00:53:13.153299100Z
GC05-A-BASE.ass,A-BASE,Temporada Única,mistralai/mistral-nemo-instruct-2407,252,246,0,308485,8,2026-08-08T01:40:49.449104300Z
GC05-B-PURO.ass,B-PURO,Temporada Única,mistralai/mistral-nemo-instruct-2407,252,246,0,255335,6,2026-08-08T01:47:59.634121800Z
TP-Guilty Crown - 01_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,188,185,0,179354,0,2026-08-08T02:04:44.601732700Z
TP-Guilty Crown - 02_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,251,250,0,225707,4,2026-08-08T02:08:30.354025500Z
TP-Guilty Crown - 03_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,330,319,0,329186,9,2026-08-08T02:13:59.588935100Z
TP-Guilty Crown - 04_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,253,250,0,255881,2,2026-08-08T02:18:15.520959300Z
TP-Guilty Crown - 05_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,252,246,0,236564,7,2026-08-08T02:22:12.136120200Z
TP-Guilty Crown - 06_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,245,241,0,215754,2,2026-08-08T02:25:47.944926200Z
TP-Guilty Crown - 07_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,293,284,0,277520,5,2026-08-08T02:30:25.514822700Z
TP-Guilty Crown - 08_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,260,258,0,252509,9,2026-08-08T02:34:38.071506500Z
TP-Guilty Crown - 09_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,236,228,0,214989,2,2026-08-08T02:38:13.112983700Z
TP-Guilty Crown - 10_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,254,241,0,205619,2,2026-08-08T02:41:38.779716Z
TP-Guilty Crown - 11_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,255,247,0,211835,3,2026-08-08T02:45:10.668880100Z
TP-Guilty Crown - 12_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,239,231,0,208118,6,2026-08-08T02:48:38.834489600Z
TP-Guilty Crown - 13_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,326,319,0,299675,16,2026-08-08T02:53:38.565557500Z
TP-Guilty Crown - 14_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,327,318,0,340106,7,2026-08-08T02:59:18.727245Z
TP-Guilty Crown - 15_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,274,265,0,242679,6,2026-08-08T03:03:21.455867Z
TP-Guilty Crown - 16_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,296,291,0,285206,10,2026-08-08T03:08:06.712619900Z
TP-Guilty Crown - 17_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,230,224,0,209187,4,2026-08-08T03:11:35.965945100Z
TP-Guilty Crown - 18_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,204,193,0,157894,0,2026-08-08T03:14:13.908000400Z
TP-Guilty Crown - 19_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,264,255,0,229786,5,2026-08-08T03:18:03.750924800Z
TP-Guilty Crown - 20_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,289,287,0,261400,2,2026-08-08T03:22:25.205255Z
TP-Guilty Crown - 21_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,218,216,0,209437,4,2026-08-08T03:25:54.694553200Z
TP-Guilty Crown - 22_Track4.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,236,226,0,189545,0,2026-08-08T03:29:04.285690Z
TP-Guilty Crown OVA - 01_Track2.ass,_retraducao-textopuro,Temporada Única,mistralai/mistral-nemo-instruct-2407,98,97,0,116432,1,2026-08-08T03:31:00.752376300Z
Mobile.Suit.Gundam.The.08th.MS.Team.S00E02_Track2_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,mistralai/mistral-nemo-instruct-2407,73,19,0,26319,7,2026-08-08T11:05:29.234455300Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E01_Track3_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,mistralai/mistral-nemo-instruct-2407,286,71,0,115456,30,2026-08-08T11:07:24.765434900Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E02_Track3_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,mistralai/mistral-nemo-instruct-2407,267,60,0,106120,30,2026-08-08T11:09:10.943380200Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E03_Track3_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,mistralai/mistral-nemo-instruct-2407,342,79,0,114906,37,2026-08-08T11:11:05.919993300Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E04_Track3_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,mistralai/mistral-nemo-instruct-2407,334,94,0,148643,41,2026-08-08T11:13:34.624946800Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E05_Track3_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,mistralai/mistral-nemo-instruct-2407,378,78,0,133291,50,2026-08-08T11:15:47.974278200Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E06_Track3_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,mistralai/mistral-nemo-instruct-2407,304,80,0,133255,40,2026-08-08T11:18:01.307793800Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E07_Track3_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,mistralai/mistral-nemo-instruct-2407,208,55,0,81495,25,2026-08-08T11:19:22.869197600Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E08_Track3_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,mistralai/mistral-nemo-instruct-2407,301,76,0,132913,44,2026-08-08T11:21:35.856976900Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E09_Track3_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,mistralai/mistral-nemo-instruct-2407,321,89,0,131325,43,2026-08-08T11:23:47.252665400Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E10_Track3_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,mistralai/mistral-nemo-instruct-2407,262,72,0,116855,32,2026-08-08T11:25:44.186389Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E11_Track3_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,mistralai/mistral-nemo-instruct-2407,245,65,0,95911,28,2026-08-08T11:27:20.164663200Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E12_Track3_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,mistralai/mistral-nemo-instruct-2407,287,68,0,101153,32,2026-08-08T11:29:01.365422400Z
Mobile.Suit.Gundam.The.08th.MS.Team.S00E02_Track2_PT-BR_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,,0,0,0,0,1,2026-08-08T17:57:30.812289200Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E01_Track3_PT-BR_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,,0,0,0,0,1,2026-08-08T17:57:30.834295700Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E02_Track3_PT-BR_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,,0,0,0,0,1,2026-08-08T17:57:30.856293900Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E03_Track3_PT-BR_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,,0,0,0,0,1,2026-08-08T17:57:30.883413800Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E04_Track3_PT-BR_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,,0,0,0,0,1,2026-08-08T17:57:30.916001Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E05_Track3_PT-BR_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,,0,0,0,0,1,2026-08-08T17:57:30.937009100Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E06_Track3_PT-BR_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,,0,0,0,0,1,2026-08-08T17:57:30.959007500Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E07_Track3_PT-BR_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,,0,0,0,0,1,2026-08-08T17:57:30.985493600Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E08_Track3_PT-BR_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,,0,0,0,0,1,2026-08-08T17:57:31.011513300Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E09_Track3_PT-BR_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,,0,0,0,0,1,2026-08-08T17:57:31.034392600Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E10_Track3_PT-BR_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,,0,0,0,0,1,2026-08-08T17:57:31.059464700Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E11_Track3_PT-BR_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,,0,0,0,0,1,2026-08-08T17:57:31.082258700Z
Mobile.Suit.Gundam.The.08th.MS.Team.S01E12_Track3_PT-BR_PT-BR.ass,[Joseki] Mobile Suit Gundam The 08th MS Team COMPLETE (1996)(BD AV1 1080p Opus)[Sub Eng],Temporada Única,,0,0,0,0,1,2026-08-08T17:57:31.107402Z
Mobile Suit Zeta Gundam - S01E01_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,207,56,0,92048,26,2026-08-11T02:09:03.142098700Z
Mobile Suit Zeta Gundam - S01E02_Track2_PT-BR.parcial.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,301,67,0,112734,31,2026-08-11T02:16:00.622244900Z
Mobile Suit Zeta Gundam - S01E03_Track2_PT-BR.parcial.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,356,103,0,170016,48,2026-08-11T02:25:20.965033Z
Mobile Suit Zeta Gundam - S01E04_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,318,80,0,152622,46,2026-08-11T02:33:22.453322100Z
Mobile Suit Zeta Gundam - S01E05_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,309,71,0,131701,40,2026-08-11T02:41:22.098244100Z
Mobile Suit Zeta Gundam - S01E06_Track2_PT-BR.parcial.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,344,100,0,154677,36,2026-08-11T02:50:08.307671700Z
Mobile Suit Zeta Gundam - S01E07_Track2_PT-BR.parcial.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,303,74,0,174459,42,2026-08-11T02:59:08.245119900Z
Mobile Suit Zeta Gundam - S01E08_Track2_PT-BR.parcial.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,294,78,0,143574,38,2026-08-11T03:07:33.311451900Z
Mobile Suit Zeta Gundam - S01E09_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,349,72,0,127737,41,2026-08-11T03:16:20.807483400Z
Mobile Suit Zeta Gundam - S01E10_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,308,92,0,171131,45,2026-08-11T03:24:53.059037900Z
Mobile Suit Zeta Gundam - S01E11_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,364,86,0,179212,56,2026-08-11T03:34:32.664090700Z
Mobile Suit Zeta Gundam - S01E12_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,303,78,0,145464,43,2026-08-11T03:42:09.228230900Z
Mobile Suit Zeta Gundam - S01E13_Track2_PT-BR.parcial.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,349,95,0,196728,47,2026-08-11T03:51:46.549029700Z
Mobile Suit Zeta Gundam - S01E14_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,278,86,0,136232,38,2026-08-11T03:58:38.148898500Z
Mobile Suit Zeta Gundam - S01E15_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,356,96,0,148755,38,2026-08-11T04:06:56.107336700Z
Mobile Suit Zeta Gundam - S01E16_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,382,104,0,150606,48,2026-08-11T04:14:56.429840400Z
Mobile Suit Zeta Gundam - S01E17_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,333,68,0,116276,48,2026-08-11T04:21:26.695899400Z
Mobile Suit Zeta Gundam - S01E18_Track2_PT-BR.parcial.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,386,98,0,155544,42,2026-08-11T04:29:50.986078200Z
Mobile Suit Zeta Gundam - S01E19_Track2_PT-BR.parcial.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,321,80,0,134350,36,2026-08-11T04:36:53.960183600Z
Mobile Suit Zeta Gundam - S01E20_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,356,99,0,129974,34,2026-08-11T04:44:32.234142100Z
Mobile Suit Zeta Gundam - S01E21_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,352,92,0,182905,49,2026-08-11T04:53:21.338015700Z
Mobile Suit Zeta Gundam - S01E22_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,377,97,0,148092,54,2026-08-11T05:01:07.719441600Z
Mobile Suit Zeta Gundam - S01E23_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,382,109,0,184324,55,2026-08-11T05:09:42.309319100Z
Mobile Suit Zeta Gundam - S01E24_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,359,106,0,134210,41,2026-08-11T05:16:22.943861300Z
Mobile Suit Zeta Gundam - S01E25_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,367,78,0,101000,30,2026-08-11T05:23:28.872851900Z
Mobile Suit Zeta Gundam - S01E26_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,359,97,0,130668,48,2026-08-11T05:30:16.376972Z
Mobile Suit Zeta Gundam - S01E27_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,378,122,0,172833,48,2026-08-11T05:38:38.043198600Z
Mobile Suit Zeta Gundam - S01E28_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,372,96,0,114632,33,2026-08-11T05:45:37.554886200Z
Mobile Suit Zeta Gundam - S01E29_Track2_PT-BR.parcial.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,393,90,0,165129,52,2026-08-11T05:54:25.363544200Z
Mobile Suit Zeta Gundam - S01E30_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,295,91,0,132625,43,2026-08-11T06:00:27.582737600Z
Mobile Suit Zeta Gundam - S01E31_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,342,83,0,143521,46,2026-08-11T06:08:03.420131500Z
Mobile Suit Zeta Gundam - S01E32_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,347,91,0,130604,49,2026-08-11T06:14:46.617612100Z
Mobile Suit Zeta Gundam - S01E33_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,336,104,0,127263,39,2026-08-11T06:21:22.699576700Z
Mobile Suit Zeta Gundam - S01E34_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,352,101,0,166618,42,2026-08-11T06:29:01.261618700Z
Mobile Suit Zeta Gundam - S01E35_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,335,81,0,155211,49,2026-08-11T06:36:46.488086300Z
Mobile Suit Zeta Gundam - S01E36_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,314,83,0,119831,41,2026-08-11T06:42:40.734945800Z
Mobile Suit Zeta Gundam - S01E37_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,374,93,0,160730,44,2026-08-11T06:51:26.356552600Z
Mobile Suit Zeta Gundam - S01E38_Track2_PT-BR.parcial.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,381,112,0,171226,47,2026-08-11T07:00:13.455527Z
Mobile Suit Zeta Gundam - S01E39_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,391,92,0,147893,47,2026-08-11T07:08:26.293718800Z
Mobile Suit Zeta Gundam - S01E40_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,378,96,0,160639,43,2026-08-11T07:16:38.981625200Z
Mobile Suit Zeta Gundam - S01E41_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,407,112,0,181785,53,2026-08-11T07:25:35.445324200Z
Mobile Suit Zeta Gundam - S01E42_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,311,86,0,130635,30,2026-08-11T07:32:46.261038Z
Mobile Suit Zeta Gundam - S01E43_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,320,95,0,174216,44,2026-08-11T07:40:57.979536600Z
Mobile Suit Zeta Gundam - S01E44_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,373,106,0,211958,61,2026-08-11T07:49:16.777966600Z
Mobile Suit Zeta Gundam - S01E45_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,306,93,0,169199,45,2026-08-11T07:56:44.303496800Z
Mobile Suit Zeta Gundam - S01E46_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,351,92,0,158505,55,2026-08-11T08:03:48.834123300Z
Mobile Suit Zeta Gundam - S01E47_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,350,90,0,154212,59,2026-08-11T08:10:48.542130100Z
Mobile Suit Zeta Gundam - S01E48_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,308,79,0,126133,37,2026-08-11T08:17:22.602389900Z
Mobile Suit Zeta Gundam - S01E49_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,286,104,0,151694,40,2026-08-11T08:23:44.194370900Z
Mobile Suit Zeta Gundam - S01E50_Track2_PT-BR.ass,Mobile Suit Zeta Gundam,Temporada Única,mistralai/mistral-nemo-instruct-2407,329,89,0,122335,50,2026-08-11T08:29:49.453737200Z
[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka - S01E01 [1080p BD][AV1][dual audio]_ENG.ass,DanMachi Season 01,Temporada 1,aya-expanse-8b,372,353,0,119954,26,2026-08-12T00:25:52.652890129Z
[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka - S01E02 [1080p BD][AV1][dual audio]_ENG.ass,DanMachi Season 01,Temporada 1,aya-expanse-8b,404,373,0,172050,51,2026-08-12T00:28:44.819127107Z
[Sokudo] Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka - S01E03 [1080p BD][AV1][dual audio]_ENG.ass,DanMachi Season 01,Temporada 1,aya-expanse-8b,321,291,0,154344,64,2026-08-12T00:31:19.311260625Z
[Sav1or] Memories - S01E01 - Magnetic Rose [BD][1080p][AV1][OPUS][Multi Dual Audio]_Track5.ass,Memories (1995),Temporada Única,mistralai/mistral-nemo-instruct-2407,423,405,0,479965,2,2026-08-14T12:54:29.439560600Z
[Sav1or] Memories - S01E02 - Stink Bomb [BD][1080p][AV1][OPUS][Multi Dual Audio]_Track5.ass,Memories (1995),Temporada Única,,0,0,0,0,1,2026-08-14T12:59:06.533257700Z
[Sav1or] Memories - S01E03 - Cannon Fodder [BD][1080p][AV1][OPUS][Dual Audio]_Track5.ass,Memories (1995),Temporada Única,mistralai/mistral-nemo-instruct-2407,164,145,0,226372,2,2026-08-14T13:02:52.934601400Z
Mobile.Suit.Gundam.ZZ.S01E01_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,301,295,0,132045,10,2026-08-16T02:45:25.973912200Z
Mobile.Suit.Gundam.ZZ.S01E02_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,289,285,0,90119,1,2026-08-16T02:46:56.117261200Z
Mobile.Suit.Gundam.ZZ.S01E03_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,335,325,0,109057,4,2026-08-16T02:48:45.189684800Z
Mobile.Suit.Gundam.ZZ.S01E04_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,359,349,0,127395,5,2026-08-16T02:50:52.597569500Z
Mobile.Suit.Gundam.ZZ.S01E05_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,379,361,0,123377,4,2026-08-16T02:52:55.990910800Z
Mobile.Suit.Gundam.ZZ.S01E06_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,340,325,0,107854,3,2026-08-16T02:54:43.858701500Z
Mobile.Suit.Gundam.ZZ.S01E07_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,330,319,0,112360,2,2026-08-16T02:56:36.230003700Z
Mobile.Suit.Gundam.ZZ.S01E08_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,363,349,0,118808,4,2026-08-16T02:58:35.051468300Z
Mobile.Suit.Gundam.ZZ.S01E09_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,385,372,0,126976,2,2026-08-16T03:00:42.039457Z
Mobile.Suit.Gundam.ZZ.S01E10_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,378,370,0,122819,3,2026-08-16T03:02:44.871399800Z
Mobile.Suit.Gundam.ZZ.S01E11_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,373,366,0,111134,7,2026-08-16T03:04:36.019748600Z
Mobile.Suit.Gundam.ZZ.S01E12_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,374,362,0,118983,2,2026-08-16T03:06:35.013542Z
Mobile.Suit.Gundam.ZZ.S01E13_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,399,376,0,119730,6,2026-08-16T03:08:34.754951900Z
Mobile.Suit.Gundam.ZZ.S01E14_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,408,396,0,126210,3,2026-08-16T03:10:40.977620400Z
Mobile.Suit.Gundam.ZZ.S01E15_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,381,366,0,129204,4,2026-08-16T03:12:50.194083300Z
Mobile.Suit.Gundam.ZZ.S01E16_Track2.ass,Mobile Suit Gundam ZZ,Temporada Única,aya-expanse-8b,403,382,0,116049,2,2026-08-16T03:14:46.256269500Z
